MonthlyCharges,data_source,StreamingMovies,Partner,value,PhoneService,InternetService,StreamingTV,OnlineSecurity,MultipleLines,Dependents,DeviceProtection,SeniorCitizen,TotalCharges,TechSupport,gender ,PaperlessBilling,tenure,Churn,OnlineBackup,PaymentMethod,Contract,customerID
108.25,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,No,Yes,Yes,0.0,5935.1,Yes,Female,Yes,53.0,No,Yes,Bank transfer (automatic),Month-to-month,1074-AMIOH
20.0,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0, ,No internet service,Female,No,0.0,No,No internet service,Mailed check,Two year,2520-SGTTA
69.95,other,Yes,Yes,151642.0,Yes,DSL,No,Yes,No,Yes,Yes,0.0,3871.85,Yes,Female,No,54.0,No,No,Bank transfer (automatic),Two year,6288-CHQJB
43.55,other,No,No,151642.0,Yes,DSL,No,No,No,No,No,0.0,335.4,No,Male,No,8.0,No,No,Mailed check,Month-to-month,9327-QSDED
24.8,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,Yes,No,No internet service,0.0,321.7,No internet service,Male,Yes,14.0,No,No internet service,Credit card (automatic),One year,4403-BWPAY
80.15,other,No,Yes,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,2265.25,No,Male,Yes,29.0,Yes,Yes,Bank transfer (automatic),Month-to-month,4818-DRBQT
110.05,other,Yes,No,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,0.0,7430.75,No,Male,Yes,69.0,No,Yes,Credit card (automatic),Two year,2988-QRAJY
70.6,other,No,No,151642.0,Yes,Fiber optic,No,No,No,No,No,0.0,70.6,No,Male,No,1.0,Yes,No,Mailed check,Month-to-month,5940-AHUHD
19.25,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,679.8,No internet service,Female,Yes,36.0,No,No internet service,Bank transfer (automatic),One year,9531-NSBMR
25.35,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,0.0,1715.15,No internet service,Male,No,70.0,No,No internet service,Mailed check,Two year,3810-PJUHR
99.9,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,0.0,6137,No,Female,No,63.0,Yes,Yes,Bank transfer (automatic),One year,2748-MYRVK
54.65,other,No,No,151642.0,Yes,DSL,Yes,No,No,No,No,0.0,54.65,No,Female,Yes,1.0,No,No,Electronic check,Month-to-month,0674-EYYZV
44.3,other,No,No,151642.0,Yes,DSL,No,No,No,No,No,1.0,89.3,No,Female,Yes,2.0,No,No,Electronic check,Month-to-month,0224-RLWWD
20.75,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,700.45,No internet service,Female,No,35.0,No,No internet service,Mailed check,One year,9509-MPYOD
80.8,other,Yes,Yes,151642.0,Yes,DSL,No,Yes,Yes,No,Yes,0.0,4860.85,Yes,Male,Yes,61.0,No,Yes,Bank transfer (automatic),Two year,0909-SELIE
65.6,other,Yes,No,151642.0,No,DSL,Yes,Yes,No phone service,No,Yes,0.0,4566.5,Yes,Male,Yes,72.0,No,Yes,Bank transfer (automatic),Two year,8908-NMQTX
19.5,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,403.15,No internet service,Female,No,20.0,No,No internet service,Mailed check,One year,2320-TZRRH
77.35,other,No,Yes,151642.0,Yes,DSL,Yes,No,Yes,No,Yes,1.0,5396.25,Yes,Male,No,72.0,No,Yes,Credit card (automatic),Two year,5329-KRDTM
85.45,other,No,No,151642.0,Yes,Fiber optic,No,Yes,Yes,Yes,No,0.0,6028.95,No,Male,Yes,71.0,No,Yes,Credit card (automatic),One year,2790-XUYMV
41.15,other,No,No,151642.0,No,DSL,No,Yes,No phone service,No,No,0.0,1700.9,Yes,Female,No,39.0,No,Yes,Bank transfer (automatic),One year,8292-FRFZQ
101.5,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,1.0,5373.1,No,Female,Yes,54.0,Yes,Yes,Credit card (automatic),One year,0406-BPDVR
100.6,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,1.0,5746.15,No,Male,No,57.0,Yes,No,Electronic check,Month-to-month,3768-NLUBH
73.25,other,No,Yes,151642.0,Yes,Fiber optic,No,No,No,Yes,No,0.0,1195.75,No,Female,No,16.0,No,Yes,Bank transfer (automatic),Month-to-month,7916-VCCPB
98.7,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,Yes,No,Yes,0.0,6858.9,Yes,Male,Yes,70.0,No,Yes,Bank transfer (automatic),Two year,4686-GEFRM
20.1,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,302.45,No internet service,Female,No,15.0,No,No internet service,Credit card (automatic),One year,0829-DDVLK
58.2,other,No,No,151642.0,Yes,DSL,Yes,No,No,No,No,0.0,1045.25,No,Female,No,19.0,No,Yes,Electronic check,One year,6296-DDOOR
46.35,other,Yes,No,151642.0,No,DSL,Yes,No,No phone service,No,No,1.0,672.7,No,Female,Yes,14.0,No,No,Electronic check,Month-to-month,8648-PFRMP
100.7,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,0.0,1522.7,No,Female,No,16.0,No,No,Bank transfer (automatic),Month-to-month,0265-PSUAE
71.55,other,No,Yes,151642.0,Yes,Fiber optic,No,No,No,No,No,1.0,2427.35,No,Male,No,34.0,No,No,Credit card (automatic),Month-to-month,8910-LEDAG
90.25,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,No,No,No,0.0,2755.35,No,Male,Yes,30.0,Yes,No,Electronic check,Month-to-month,6032-KRXXO
50.75,other,Yes,No,151642.0,No,DSL,Yes,No,No phone service,No,Yes,0.0,712.75,No,Male,Yes,14.0,Yes,No,Electronic check,Month-to-month,8008-HAWED
74.8,other,Yes,Yes,151642.0,Yes,DSL,No,Yes,Yes,No,Yes,0.0,5315.8,Yes,Male,Yes,70.0,No,No,Credit card (automatic),Two year,4654-ULTTN
19.55,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,19.55,No internet service,Male,No,1.0,Yes,No internet service,Mailed check,Month-to-month,1029-QFBEN
87.25,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,No,Yes,Yes,0.0,6328.7,Yes,Female,No,71.0,No,Yes,Credit card (automatic),Two year,6365-HITVU
103.05,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,No,Yes,Yes,0.0,5153.5,Yes,Female,No,50.0,No,No,Mailed check,One year,2931-XIQBR
19.7,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,342.4,No internet service,Male,Yes,16.0,Yes,No internet service,Mailed check,Month-to-month,2332-EFBJY
93.95,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,No,Yes,No,1.0,2861.45,No,Male,Yes,32.0,No,Yes,Mailed check,Month-to-month,0111-KLBQG
34.05,other,No,No,151642.0,No,DSL,No,Yes,No phone service,Yes,No,0.0,1113.95,Yes,Male,No,33.0,No,No,Credit card (automatic),One year,5199-FPUSP
80.1,other,No,No,151642.0,Yes,Fiber optic,Yes,No,No,No,No,0.0,679.3,No,Female,Yes,8.0,Yes,No,Bank transfer (automatic),Month-to-month,4277-PVRAN
74.1,other,Yes,No,151642.0,Yes,DSL,No,Yes,Yes,No,Yes,1.0,5031,Yes,Male,No,69.0,No,No,Credit card (automatic),Two year,7524-VRLPL
20.2,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,20.2,No internet service,Male,Yes,1.0,Yes,No internet service,Mailed check,Month-to-month,5356-RHIPP
66.75,other,No,Yes,151642.0,Yes,DSL,No,Yes,Yes,Yes,No,0.0,4760.3,Yes,Female,No,72.0,No,Yes,Credit card (automatic),Two year,7399-QHBJS
59.0,other,No,No,151642.0,Yes,DSL,No,Yes,Yes,No,No,0.0,1254.7,No,Male,No,22.0,Yes,Yes,Electronic check,Month-to-month,7854-EDSSA
54.15,other,No,Yes,151642.0,Yes,DSL,No,No,No,Yes,No,0.0,2319.8,Yes,Female,Yes,45.0,Yes,Yes,Credit card (automatic),One year,5906-CVLHP
50.9,other,No,No,151642.0,Yes,DSL,No,No,No,No,Yes,0.0,50.9,No,Male,No,1.0,Yes,No,Mailed check,Month-to-month,3946-MHCZW
95.35,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,Yes,No,Yes,1.0,6382,No,Male,Yes,69.0,No,Yes,Bank transfer (automatic),Month-to-month,8755-IWJHN
88.25,other,No,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,0.0,1460.65,No,Female,No,17.0,Yes,No,Electronic check,Month-to-month,0378-NHQXU
19.7,other,,No,151642.0,,,,,,,,0.0,509.3,,Male,No,,No,,Credit card (automatic),Two year,2595-KIWPV
63.8,other,Yes,Yes,151642.0,No,DSL,Yes,Yes,No phone service,Yes,Yes,0.0,4684.3,Yes,Female,Yes,72.0,No,Yes,Bank transfer (automatic),Two year,0301-FIDRB
24.9,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,0.0,1595.5,No internet service,Female,No,64.0,No,No internet service,Mailed check,One year,6096-EGVTU
95.5,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,No,No,Yes,1.0,6707.15,Yes,Male,Yes,71.0,No,Yes,Credit card (automatic),Two year,7375-WMVMT
19.25,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,677.9,No internet service,Male,No,35.0,No,No internet service,Mailed check,Two year,9631-RXVJM
88.3,other,Yes,No,151642.0,Yes,Fiber optic,No,No,Yes,No,Yes,1.0,2467.75,No,Female,No,27.0,Yes,No,Credit card (automatic),Month-to-month,0504-HHAPI
72.45,other,No,No,151642.0,Yes,DSL,Yes,Yes,No,No,Yes,0.0,2156.25,Yes,Male,Yes,31.0,No,Yes,Bank transfer (automatic),Month-to-month,9518-IMLHK
114.75,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,0.0,7842.3,Yes,Male,No,70.0,No,Yes,Credit card (automatic),Two year,4393-GEADV
43.55,other,No,No,151642.0,Yes,DSL,No,No,No,No,No,0.0,335.4,No,Male,No,8.0,No,No,Mailed check,Month-to-month,9327-QSDED
19.85,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,1158.85,No internet service,Female,Yes,58.0,No,No internet service,Mailed check,Two year,3359-DSRKA
100.0,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,1.0,5509.3,No,Female,Yes,55.0,Yes,No,Electronic check,One year,0727-BMPLR
95.65,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,5088.4,Yes,Male,Yes,52.0,No,Yes,Credit card (automatic),Month-to-month,2279-AXJJK
39.6,other,No,No,151642.0,No,DSL,No,Yes,No phone service,No,Yes,0.0,2424.5,No,Male,No,60.0,No,Yes,Bank transfer (automatic),Two year,0343-QLUZP
85.25,other,Yes,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,1.0,2287.25,No,Female,Yes,27.0,Yes,No,Electronic check,Month-to-month,8063-GBATB
25.3,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,0.0,1673.8,No internet service,Male,Yes,66.0,No,No internet service,Credit card (automatic),Two year,9337-SRRNI
81.25,other,No,Yes,151642.0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,0.0,4620.4,Yes,Female,No,56.0,No,Yes,Credit card (automatic),Two year,3050-RLLXC
20.2,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,746.05,No internet service,Female,Yes,38.0,No,No internet service,Mailed check,Two year,8577-QSOCG
54.9,other,No,No,151642.0,Yes,DSL,No,Yes,No,No,No,0.0,54.9,No,Female,Yes,1.0,Yes,Yes,Electronic check,Month-to-month,3658-KIBGF
89.15,other,No,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,1.0,2277.65,No,Female,Yes,26.0,Yes,Yes,Electronic check,Month-to-month,6005-OBZPH
60.2,other,No,Yes,151642.0,Yes,DSL,Yes,No,No,Yes,Yes,0.0,563.5,No,Male,No,10.0,No,No,Mailed check,Month-to-month,8049-WJCLQ
88.4,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,No,No,Yes,1.0,2191.15,No,Female,No,25.0,No,Yes,Bank transfer (automatic),Month-to-month,4526-ZJJTM
73.85,other,No,Yes,151642.0,Yes,DSL,Yes,Yes,Yes,Yes,No,0.0,3371,Yes,Male,No,45.0,No,Yes,Credit card (automatic),Two year,1506-YJTYT
19.1,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,19.1,No internet service,Male,No,1.0,No,No internet service,Mailed check,Month-to-month,9441-QHEVC
95.2,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,No,Yes,No,0.0,6671.7,Yes,Male,Yes,69.0,No,No,Credit card (automatic),Two year,6244-BESBM
26.0,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,No,No internet service,0.0,2006.95,No internet service,Female,Yes,70.0,No,No internet service,Bank transfer (automatic),Two year,8207-VVMYB
115.55,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,0.0,8425.3,Yes,Male,Yes,72.0,No,Yes,Electronic check,Two year,8263-QMNTJ
49.55,other,No,No,151642.0,Yes,DSL,No,Yes,No,No,No,0.0,49.55,No,Female,No,1.0,No,No,Bank transfer (automatic),Month-to-month,8885-QSQBX
72.45,other,Yes,Yes,151642.0,Yes,DSL,No,Yes,Yes,Yes,Yes,0.0,4653.85,No,Male,No,65.0,Yes,Yes,Credit card (automatic),One year,0687-ZVTHB
95.3,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,Yes,No,Yes,0.0,6273.4,No,Male,No,66.0,No,Yes,Electronic check,One year,9494-BDNNC
116.3,other,Yes,No,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,0.0,8309.55,Yes,Male,Yes,71.0,No,Yes,Bank transfer (automatic),One year,0186-CAERR
20.35,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,176.3,No internet service,Male,No,10.0,No,No internet service,Mailed check,One year,7665-VIGUD
104.1,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,0.0,5135.15,No,Male,Yes,47.0,No,Yes,Electronic check,Month-to-month,3384-CTMSF
104.15,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,0.0,5743.05,Yes,Male,Yes,55.0,Yes,No,Electronic check,One year,4088-YLDSU
74.4,other,No,Yes,151642.0,Yes,Fiber optic,No,No,Yes,No,No,1.0,527.9,No,Male,Yes,7.0,Yes,No,Mailed check,Month-to-month,8699-ASUFO
91.25,other,No,Yes,151642.0,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,,4013.8,Yes,,Yes,43.0,No,No,Credit card (automatic),One year,5681-LLOEI
25.2,other,No,No,151642.0,No,DSL,No,No,No phone service,No,No,0.0,25.2,No,Female,No,1.0,Yes,No,Mailed check,Month-to-month,8260-NGFNY
80.3,other,No,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,324.2,No,Female,Yes,4.0,No,Yes,Mailed check,Month-to-month,2674-MIAHT
58.6,other,Yes,Yes,151642.0,No,DSL,Yes,Yes,No phone service,Yes,Yes,0.0,1502.65,No,Female,Yes,25.0,Yes,Yes,Credit card (automatic),Month-to-month,6207-WIOLX
55.05,other,No,No,151642.0,Yes,DSL,No,No,No,No,No,0.0,102.75,Yes,Female,Yes,2.0,Yes,Yes,Credit card (automatic),Month-to-month,5208-HFSBT
19.7,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,19.7,No internet service,Male,No,1.0,No,No internet service,Mailed check,Month-to-month,0247-SLUJI
20.4,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,231.45,No internet service,Male,No,11.0,No,No internet service,Mailed check,Two year,6698-OXETB
109.75,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,Yes,No,No,Yes,0.0,6110.2,Yes,Male,No,54.0,Yes,Yes,Bank transfer (automatic),Two year,1725-IQNIY
74.0,other,No,Yes,151642.0,Yes,Fiber optic,No,No,Yes,No,No,1.0,4052.4,No,Male,Yes,55.0,No,No,Electronic check,Month-to-month,0531-ZZJWQ
45.85,other,No,No,151642.0,Yes,DSL,No,No,No,No,No,1.0,45.85,No,Male,Yes,1.0,No,No,Mailed check,Month-to-month,6127-IYJOZ
109.9,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,1.0,3694.7,Yes,Male,Yes,33.0,No,No,Bank transfer (automatic),Month-to-month,0177-PXBAT
95.8,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,No,No,Yes,0.0,3036.75,No,Male,Yes,33.0,Yes,No,Electronic check,One year,2037-XJFUP
80.8,other,Yes,No,151642.0,Yes,Fiber optic,No,No,No,No,No,0.0,80.8,No,Male,Yes,1.0,Yes,No,Electronic check,Month-to-month,6457-USBER
65.05,other,No,No,151642.0,Yes,DSL,No,Yes,Yes,No,Yes,0.0,1427.55,No,Male,No,22.0,No,Yes,Mailed check,Month-to-month,1852-XEMDW
85.35,other,No,Yes,151642.0,Yes,Fiber optic,No,Yes,Yes,No,Yes,1.0,1463.45,No,Female,Yes,17.0,Yes,No,Bank transfer (automatic),Month-to-month,4248-QPAVC
65.2,other,No,Yes,151642.0,Yes,DSL,No,Yes,Yes,Yes,No,0.0,3687.85,Yes,Female,No,57.0,No,Yes,Bank transfer (automatic),Month-to-month,4981-FLTMF
75.15,other,Yes,Yes,151642.0,Yes,DSL,No,Yes,Yes,Yes,Yes,1.0,3822.45,No,Male,Yes,50.0,No,,Bank transfer (automatic),Two year,4304-XUMGI
66.05,other,No,Yes,151642.0,Yes,DSL,No,Yes,Yes,No,No,0.0,3462.1,Yes,Female,Yes,55.0,No,Yes,Credit card (automatic),One year,0334-ZFJSR
111.95,other,Yes,No,151642.0,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,0.0,7795.95,Yes,Female,Yes,70.0,No,Yes,Credit card (automatic),Two year,7055-JCGNI
55.95,other,Yes,Yes,151642.0,Yes,DSL,No,No,No,Yes,No,0.0,734.35,No,Female,No,13.0,Yes,No,Electronic check,Month-to-month,4640-UHDOS
75.55,other,No,No,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,413.65,No,Female,No,5.0,Yes,No,Electronic check,Month-to-month,9250-WYPLL
30.15,other,No,No,151642.0,No,DSL,No,No,No phone service,Yes,No,0.0,382.2,No,Female,No,13.0,No,Yes,Electronic check,Month-to-month,0811-GSDTP
100.2,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,No,1.0,1369.8,No,Female,Yes,14.0,Yes,Yes,Electronic check,Month-to-month,3621-CEOVK
79.0,other,No,No,151642.0,Yes,Fiber optic,Yes,No,No,No,No,0.0,143.65,No,Male,No,2.0,Yes,No,Electronic check,Month-to-month,7198-GLXTC
25.1,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,Yes,No,No internet service,1.0,1789.9,No internet service,Male,Yes,72.0,No,No internet service,Credit card (automatic),Two year,5334-AFQJB
55.65,other,No,No,151642.0,Yes,DSL,No,Yes,Yes,No,No,0.0,1400.55,No,Male,Yes,24.0,Yes,No,Bank transfer (automatic),Month-to-month,0733-VUNUW
81.7,other,Yes,No,151642.0,Yes,DSL,Yes,Yes,No,No,Yes,0.0,2212.55,Yes,Male,No,27.0,No,No,Electronic check,One year,9513-DXHDA
20.2,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,20.2,No internet service,Female,Yes,1.0,Yes,No internet service,Bank transfer (automatic),Month-to-month,2955-PSXOE
19.55,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,658.95,No internet service,Female,Yes,31.0,Yes,No internet service,Mailed check,Month-to-month,2484-DGXPZ
,other,,Yes,151642.0,Yes,DSL,,,Yes,Yes,,0.0,3815.4,,Female,,56.0,No,,,,4114-QMKVN
102.45,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,0.0,102.45,No,Female,Yes,1.0,Yes,No,Electronic check,Month-to-month,7181-BQYBV
20.1,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,1326.25,No internet service,Female,Yes,72.0,No,No internet service,Credit card (automatic),Two year,4821-WQOYN
90.35,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,Yes,No,No,0.0,4614.55,No,Male,Yes,51.0,No,Yes,Credit card (automatic),One year,1710-RCXUS
20.15,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,989.05,No internet service,Male,No,50.0,No,No internet service,Credit card (automatic),One year,9602-WCXPI
25.3,other,No,No,151642.0,No,DSL,No,No,No phone service,Yes,No,0.0,25.3,No,Male,Yes,1.0,Yes,No,Electronic check,Month-to-month,7242-QZLXF
49.2,other,Yes,No,151642.0,No,DSL,Yes,No,No phone service,No,Yes,0.0,1701.65,No,Male,No,35.0,No,No,Electronic check,Month-to-month,4950-BDEUX
99.5,other,Yes,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,0.0,5861.75,No,Male,Yes,59.0,No,No,Credit card (automatic),Two year,6103-LIANB
24.85,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,Yes,No,No internet service,0.0,962.25,No internet service,Female,Yes,41.0,No,No internet service,Mailed check,One year,1022-RKXDR
61.4,other,No,No,151642.0,Yes,DSL,No,Yes,No,No,Yes,0.0,438.9,No,Female,No,7.0,No,Yes,Electronic check,Month-to-month,0567-GGCAC
77.55,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,No,Yes,Yes,0.0,5574.35,No,Female,No,71.0,No,No,Credit card (automatic),Two year,8722-PRFDV
26.3,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,No,No internet service,0.0,1763.55,No internet service,Female,Yes,69.0,No,No internet service,Electronic check,One year,9066-QRSDU
95.8,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,No,No,Yes,0.0,5655.45,No,Female,No,59.0,No,No,Electronic check,Two year,9128-CPXKI
60.65,other,No,Yes,151642.0,Yes,DSL,No,No,No,No,Yes,1.0,3975.9,Yes,Female,Yes,68.0,No,Yes,Bank transfer (automatic),One year,0993-OSGPT
56.0,other,No,No,151642.0,Yes,DSL,No,Yes,No,Yes,No,0.0,764.55,No,Female,Yes,13.0,No,Yes,Electronic check,Month-to-month,8992-VONJD
49.15,other,Yes,No,151642.0,No,DSL,Yes,No,No phone service,No,Yes,0.0,649.4,No,Female,No,13.0,No,No,Electronic check,Month-to-month,4581-LNWUM
20.65,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,38.7,No internet service,Female,No,2.0,Yes,No internet service,Mailed check,Month-to-month,2839-RFSQE
50.3,other,No,Yes,151642.0,Yes,DSL,No,Yes,No,No,No,0.0,355.1,No,Female,Yes,7.0,No,No,Bank transfer (automatic),Month-to-month,1848-LBZHY
67.6,other,No,Yes,151642.0,Yes,DSL,No,Yes,Yes,Yes,Yes,0.0,2000.2,Yes,Male,No,30.0,No,Yes,Electronic check,Month-to-month,1810-MVMAI
50.8,other,No,No,151642.0,Yes,DSL,No,No,No,No,No,0.0,50.8,Yes,Female,Yes,1.0,Yes,No,Electronic check,Month-to-month,9637-EIHEQ
78.05,other,No,No,151642.0,Yes,Fiber optic,Yes,No,No,No,No,0.0,78.05,No,Female,No,1.0,Yes,No,Electronic check,Month-to-month,2777-PHDEI
100.05,other,Yes,No,151642.0,Yes,Fiber optic,Yes,Yes,No,No,No,0.0,5299.65,No,Female,Yes,54.0,No,Yes,Credit card (automatic),One year,0931-MHTEM
19.3,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,279.3,No internet service,Female,Yes,13.0,No,No internet service,Mailed check,Month-to-month,6112-KTHFQ
65.65,other,Yes,Yes,151642.0,No,DSL,Yes,Yes,No phone service,Yes,Yes,0.0,4664.5,Yes,Male,Yes,72.0,No,Yes,Bank transfer (automatic),Two year,5360-XGYAZ
25.9,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,0.0,1216.6,No internet service,Female,Yes,45.0,No,No internet service,Credit card (automatic),One year,3887-PBQAO
34.7,other,No,No,151642.0,No,DSL,Yes,No,No phone service,No,No,0.0,34.7,No,Female,Yes,1.0,Yes,No,Electronic check,Month-to-month,0375-HVGXO
50.15,other,No,No,151642.0,Yes,DSL,No,No,Yes,No,No,0.0,2139.1,No,Female,Yes,44.0,No,No,Mailed check,Month-to-month,0440-QEXBZ
90.3,other,Yes,Yes,151642.0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,0.0,6287.3,Yes,Male,No,71.0,No,Yes,Credit card (automatic),Two year,0730-BGQGF
75.3,other,No,No,151642.0,Yes,Fiber optic,No,No,No,No,Yes,0.0,75.3,No,Female,No,1.0,Yes,No,Electronic check,Month-to-month,9940-RHLFB
92.55,other,Yes,Yes,151642.0,Yes,Fiber optic,No,No,Yes,Yes,Yes,0.0,4039,No,Female,Yes,43.0,No,No,Bank transfer (automatic),Month-to-month,5977-CKHON
65.15,other,No,Yes,151642.0,Yes,DSL,No,Yes,Yes,No,No,0.0,4681.75,Yes,Male,No,71.0,No,Yes,Bank transfer (automatic),Two year,2176-OSJUV
55.35,other,,No,151642.0,,,,,,,,0.0,449.75,,Male,No,,Yes,,Electronic check,Month-to-month,1750-CSKKM
105.5,other,Yes,No,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,1.0,829.55,No,Female,Yes,8.0,Yes,Yes,Electronic check,Month-to-month,3389-YGYAI
44.8,other,No,Yes,151642.0,Yes,DSL,No,No,No,Yes,No,0.0,169.65,No,Male,No,4.0,No,No,Electronic check,Month-to-month,2480-SQIOB
62.55,other,No,No,151642.0,Yes,DSL,No,Yes,No,No,No,0.0,2796.45,Yes,Female,Yes,45.0,No,Yes,Credit card (automatic),One year,9670-BPNXF
20.15,other,No internet service,Yes,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,20.15,No internet service,Female,Yes,1.0,Yes,No internet service,Credit card (automatic),Month-to-month,7853-GVUDZ
47.8,other,No,No,151642.0,Yes,DSL,No,Yes,No,No,No,0.0,92.45,No,Male,Yes,2.0,Yes,No,Electronic check,Month-to-month,7377-DMMRI
89.2,other,No,Yes,151642.0,Yes,Fiber optic,Yes,No,Yes,No,Yes,1.0,4040.2,No,Male,Yes,44.0,No,No,Electronic check,Month-to-month,5857-TYBCJ
59.8,other,No,Yes,151642.0,Yes,DSL,Yes,No,No,No,No,0.0,3808.2,Yes,Female,Yes,65.0,No,No,Credit card (automatic),Two year,1972-XMUWV
20.05,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,No,No internet service,0.0,20.05,No internet service,Male,No,1.0,No,No internet service,Mailed check,Month-to-month,7096-UCLNH
20.15,other,No internet service,No,151642.0,Yes,No,No internet service,No internet service,No,Yes,No internet service,0.0,970.85,No internet service,Female,No,50.0,No,No internet service,Credit card (automatic),Two year,8957-THMOA
